Company,Date,Time,Rocket,Mission,RocketStatus,Price,MissionStatus,Location,site,State,Country
Roscosmos,12/10/2011,05:31:00,PSLV-CA,Megha-Tropiques & Rideshares,Active,21,Success,First Launch Pad, Satish Dhawan Space Centre,, India
Blue Origin,31/10/2011,21:58:00,Long March 2F/G,Shenzhou 8,Active,,Success,Site 901 (SLS-1), Jiuquan Satellite Launch Center,, China
SpaceX,08/11/2011,20:16:00,Zenit-2 FG,Fobos-Grunt & Yinghuo 1,Retired,,Success,Site 45/1, Baikonur Cosmodrome,, Kazakhstan
Arianespace,12/12/2011,01:21:00,H-IIA 202,IGS-Radar 3,Active,90,Success,LA-Y1, Tanegashima Space Center,, Japan
SpaceX,03/02/2012,,Safir-1B,Navid,Retired,,Success,Imam Khomeini Spaceport, Semnan Space Center,, Iran
CASC,12/04/2012,22:38:00,Unha-3,Kwangmyngsng-3,Active,,Failure,Pad 1, Sohae Satellite Launching Station,, North Korea
CASC,26/04/2012,00:17:00,PSLV-XL,RISAT-1,Active,31,Success,First Launch Pad, Satish Dhawan Space Centre,, India
SpaceX,26/04/2012,,PSLV-XL,PSLV- C19 RISAT-1,Active,31,Success,First Launch Pad, Satish Dhawan Space Centre,, India
ULA,17/05/2012,16:39:00,H-IIA 202,"Shizuku, KOMPSAT 3 & Others",Active,90,Success,LA-Y1, Tanegashima Space Center,, Japan
Arianespace,23/05/2012,,Safir-1B+,Unknown Payload,Active,,Failure,Imam Khomeini Spaceport, Semnan Space Center,, Iran
CASC,01/06/2012,05:22:00,Zenit-3 SL,Intelsat-19,Retired,,Success,LP Odyssey, Kiritimati Launch Area,, Pacific Ocean
Exos,16/06/2012,10:37:00,Long March 2F/G,Shenzhou 9,Active,,Success,Site 901 (SLS-1), Jiuquan Satellite Launch Center,, China
CASC,21/07/2012,02:06:00,H-IIB,HTV-3,Retired,112.5,Success,LA-Y2, Tanegashima Space Center,, Japan
SpaceX,28/07/2012,01:35:00,Rokot/Briz KM,Cosmos 2481 & Goniets-M 13 and 15,Retired,41.8,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
ULA,19/08/2012,06:54:00,Zenit-3 SL,Intelsat-21,Retired,,Success,LP Odyssey, Kiritimati Launch Area,, Pacific Ocean
ISRO,09/09/2012,04:23:00,PSLV-CA,SPOT-6 & mRESINS & PROITERES,Active,21,Success,First Launch Pad, Satish Dhawan Space Centre,, India
CASC,22/09/2012,,Safir-1B+,Unknown Payload,Active,,Failure,Imam Khomeini Spaceport, Semnan Space Center,, Iran
MHI,03/12/2012,20:43:00,Zenit-3 SL,Eutelsat-70B,Retired,,Success,LP Odyssey, Kiritimati Launch Area,, Pacific Ocean
Arianespace,12/12/2012,00:49:00,Unha-3,Kwangmyngsng-3 (Unit 2),Active,,Success,Pad 1, Sohae Satellite Launching Station,, North Korea
ExPace,15/01/2013,16:24:00,Rokot/Briz KM,Cosmos 2482 to 2484,Retired,41.8,Partial Failure,Site 133/3, Plesetsk Cosmodrome,, Russia
SpaceX,27/01/2013,04:40:00,H-IIA 202,IGS-Optical 5V & IGS-Radar 4,Active,90,Success,LA-Y1, Tanegashima Space Center,, Japan
CASC,30/01/2013,07:00:00,Naro-1,STSAT-2C,Retired,,Success,LC-1, Naro Space Center,, South Korea
Roscosmos,01/02/2013,06:55:00,Zenit-3 SL,Intelsat-27,Retired,,Failure,LP Odyssey, Kiritimati Launch Area,, Pacific Ocean
CASC,25/02/2013,12:31:00,PSLV-CA,SARAL & Rideshares,Active,21,Success,First Launch Pad, Satish Dhawan Space Centre,, India
ULA,11/06/2013,09:38:00,Long March 2F/G,Shenzhou 10,Active,,Success,Site 901 (SLS-1), Jiuquan Satellite Launch Center,, China
Arianespace,27/06/2013,16:53:00,Strela,Cosmos 2487,Retired,,Success,Site 175/59, Baikonur Cosmodrome,, Kazakhstan
CASC,01/07/2013,18:11:00,PSLV-XL,IRNSS-1A,Active,31,Success,First Launch Pad, Satish Dhawan Space Centre,, India
Roscosmos,02/07/2013,02:38:00,Proton-M/DM-3,"Cosmos 2488, 2489 & 2490",Active,65,Failure,Site 81/24, Baikonur Cosmodrome,, Kazakhstan
Landspace,03/08/2013,19:48:00,H-IIB,HTV-4,Retired,112.5,Success,LA-Y2, Tanegashima Space Center,, Japan
CASC,22/08/2013,14:39:00,Dnepr,KompSat-5,Retired,29,Success,Site 370/13, Yasny Cosmodrome,, Russia
MHI,31/08/2013,20:05:00,Zenit-3 SLB,AMOS 4,Retired,,Success,Site 45/1, Baikonur Cosmodrome,, Kazakhstan
CASC,11/09/2013,23:23:00,Rokot/Briz KM,"Goniets-M 14, 16 and 17",Retired,41.8,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
VKS RF,14/09/2013,05:00:00,Epsilon Demo,SPRINT-A,Retired,,Success,Mu Pad, Uchinoura Space Center,, Japan
Arianespace,25/09/2013,04:37:00,Kuaizhou 1,Kuaizhou 1,Retired,,Success,Jiuquan Satellite Launch Center,,, China
Rocket Lab,05/11/2013,09:08:00,PSLV-XL,Mars Orbiter Mission,Active,31,Success,First Launch Pad, Satish Dhawan Space Centre,, India
ISRO,21/11/2013,07:10:00,Dnepr,DubaiSat 2 & Others,Retired,29,Success,Site 370/13, Yasny Cosmodrome,, Russia
SpaceX,22/11/2013,12:02:00,Rokot/Briz KM,SWARM,Retired,41.8,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
Roscosmos,25/12/2013,00:31:00,Rokot/Briz KM,Cosmos 2488 to 2491,Retired,41.8,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
Northrop,28/12/2013,12:30:00,Soyuz 2.1v/Volga,Cosmos 2492 and 2493 & AIST-1 1,Active,,Success,Site 43/4, Plesetsk Cosmodrome,, Russia
CASC,05/01/2014,10:48:00,GSLV Mk II,GSAT-14,Active,47,Success,Second Launch Pad, Satish Dhawan Space Centre,, India
CASC,27/02/2014,18:37:00,H-IIA 202,GPM-Core & Others,Active,90,Success,LA-Y1, Tanegashima Space Center,, Japan
Arianespace,04/04/2014,11:44:00,PSLV-XL,IRNSS-1B,Active,31,Success,First Launch Pad, Satish Dhawan Space Centre,, India
ISRO,09/04/2014,,Shavit-2,Ofek-10,Active,,Success,Pad 1, Palmachim Airbase,, Israel
VKS RF,23/05/2014,05:27:00,Rokot/Briz KM,Cosmos 2496 to 2499,Retired,41.8,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
Roscosmos,24/05/2014,03:05:00,H-IIA 202,"Daichi 2, SPROUT & Others",Active,90,Success,LA-Y1, Tanegashima Space Center,, Japan
SpaceX,24/05/2014,21:09:00,Zenit-3 SL,Eutelsat-3B,Retired,,Success,LP Odyssey, Kiritimati Launch Area,, Pacific Ocean
Arianespace,19/06/2014,19:11:00,Dnepr,Deimos 2,Retired,29,Success,Site 370/13, Yasny Cosmodrome,, Russia
SpaceX,30/06/2014,04:22:00,PSLV-CA,SPOT-7 & Rideshares,Active,21,Success,First Launch Pad, Satish Dhawan Space Centre,, India
CASC,03/07/2014,12:43:00,Rokot/Briz KM,Goniets-M 18 to 20,Retired,41.8,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
CASC,09/07/2014,12:00:00,Angara 1.2,Demo Flight,Active,,Success,Site 35/1, Plesetsk Cosmodrome,, Russia
Rocket Lab,07/10/2014,05:16:00,H-IIA 202,Himawari 8,Active,90,Success,LA-Y1, Tanegashima Space Center,, Japan
ISRO,16/10/2014,20:02:00,PSLV-XL,IRNSS-1C,Active,31,Success,First Launch Pad, Satish Dhawan Space Centre,, India
Arianespace,06/11/2014,07:35:00,Dnepr,Sasuke & Others,Retired,29,Success,Site 370/13, Yasny Cosmodrome,, Russia
VKS RF,21/11/2014,06:37:00,Kuaizhou 1,Kuaizhou 2,Retired,,Success,Site 95, Jiuquan Satellite Launch Center,, China
CASC,03/12/2014,04:22:00,H-IIA 202,Hayabusa 2 & Others,Active,90,Success,LA-Y1, Tanegashima Space Center,, Japan
SpaceX,18/12/2014,04:00:00,GSLV Mk III,Demo Flight (CARE),Active,62,Success,Second Launch Pad, Satish Dhawan Space Centre,, India
CASC,19/12/2014,04:43:00,Strela,Kondor-E,Retired,,Success,Site 175/59, Baikonur Cosmodrome,, Kazakhstan
Roscosmos,23/12/2014,05:57:00,Angara A5/Briz-M,Demo Flight,Active,100,Success,Site 35/1, Plesetsk Cosmodrome,, Russia
CASC,01/02/2015,01:21:00,H-IIA 202,IGS-Radar 5,Active,90,Success,LA-Y1, Tanegashima Space Center,, Japan
CASC,02/02/2015,,Safir-1B+,Fajr,Active,,Success,Imam Khomeini Spaceport, Semnan Space Center,, Iran
SpaceX,17/02/2015,,Safir-1B+,Unknown Payload,Active,,Failure,Imam Khomeini Spaceport, Semnan Space Center,, Iran
ISA,25/03/2015,22:08:00,Dnepr,KompSat-3A,Retired,29,Success,Site 370/13, Yasny Cosmodrome,, Russia
JAXA,26/03/2015,01:21:00,H-IIA 202,IGS-Optical 5,Active,90,Success,LA-Y1, Tanegashima Space Center,, Japan
ULA,28/03/2015,11:49:00,PSLV-XL,IRNSS-1D,Active,31,Success,Second Launch Pad, Satish Dhawan Space Centre,, India
CASC,31/03/2015,13:47:00,Rokot/Briz KM,Cosmos 2504 & Goniets-M 21 to 23,Retired,41.8,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
Blue Origin,10/07/2015,16:28:00,PSLV-XL,UK-DMC3A/B/C & Rideshares,Active,31,Success,First Launch Pad, Satish Dhawan Space Centre,, India
ISRO,19/08/2015,11:50:00,H-IIB,HTV-5,Retired,112.5,Success,LA-Y2, Tanegashima Space Center,, Japan
Arianespace,27/08/2015,11:22:00,GSLV Mk II,GSAT-6,Active,47,Success,Second Launch Pad, Satish Dhawan Space Centre,, India
ISA,19/09/2015,23:01:00,Long March 6,Demo Flight,Active,19,Success,LC-16, Taiyuan Satellite Launch Center,, China
VKS RF,23/09/2015,21:59:00,Rokot/Briz KM,Cosmos 2507 to 2509,Retired,41.8,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
SpaceX,25/09/2015,,Long March 11,Pujian 1 & Others,Active,5.3,Success,Site 95, Jiuquan Satellite Launch Center,, China
Arianespace,28/09/2015,04:30:00,PSLV-XL,Astrosat & Rideshares,Active,31,Success,First Launch Pad, Satish Dhawan Space Centre,, India
SpaceX,04/11/2015,,Super Stripy,"HiakaSat, STACEM & Others",Active,15,Failure,LP-41, Kauai,, Pacific Missile Range Facility
Exos,24/11/2015,06:50:00,H-IIA 204,Telstar 12 Vantage,Active,,Success,LA-Y1, Tanegashima Space Center,, Japan
CASC,05/12/2015,14:08:00,Soyuz 2.1v/Volga,Cosmos 2511 and 2512,Active,,Partial Failure,Site 43/4, Plesetsk Cosmodrome,, Russia
Roscosmos,11/12/2015,13:45:00,Zenit-3 SLBF,Elektro-L n†­2,Retired,,Success,Site 45/1, Baikonur Cosmodrome,, Kazakhstan
ULA,16/12/2015,12:30:00,PSLV-CA,TeLEOS-1 & Rideshares,Active,21,Success,First Launch Pad, Satish Dhawan Space Centre,, India
Arianespace,15/01/2016,16:57:00,Long March 3B/E,Belintersat 1,Active,29.15,Success,LC-3, Xichang Satellite Launch Center,, China
OneSpace,20/01/2016,04:01:00,PSLV-XL,IRNSS-1E,Active,31,Success,Second Launch Pad, Satish Dhawan Space Centre,, India
Rocket Lab,29/01/2016,22:20:00,Proton-M/Briz-M,Eutelsat 9B,Active,65,Success,Site 200/39, Baikonur Cosmodrome,, Kazakhstan
CASC,01/02/2016,07:29:00,Long March 3C/YZ-1,BeiDou M3-S,Active,,Success,LC-2, Xichang Satellite Launch Center,, China
ISRO,07/02/2016,00:21:00,Soyuz 2.1b/Fregat,GLONASS-M No.50S,Active,25,Success,Site 43/4, Plesetsk Cosmodrome,, Russia
Roscosmos,07/02/2016,00:30:00,Unha-3,Kwangmyngsng-4,Active,,Success,Pad 1, Sohae Satellite Launching Station,, North Korea
Arianespace,16/02/2016,17:57:00,Rokot/Briz KM,Sentinel-3A,Retired,41.8,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
SpaceX,17/02/2016,08:45:00,H-IIA 202,"Astro H, Horyu 4 & Kinshachi 2 and 3",Active,90,Success,LA-Y1, Tanegashima Space Center,, Japan
Northrop,10/03/2016,10:31:00,PSLV-XL,IRNSS-1F,Active,31,Success,Second Launch Pad, Satish Dhawan Space Centre,, India
CASC,13/03/2016,18:56:00,Soyuz 2.1b,Resurs-P No.3,Active,20,Success,Site 31/6, Baikonur Cosmodrome,, Kazakhstan
CASC,14/03/2016,09:31:00,Proton-M/Briz-M,ExoMars Trace Gas Orbiter & Schiaparelli EDM,Active,65,Success,Site 200/39, Baikonur Cosmodrome,, Kazakhstan
Blue Origin,18/03/2016,21:26:00,Soyuz FG,Soyuz TMA-20M,Retired,,Success,Site 1/5, Baikonur Cosmodrome,, Kazakhstan
SpaceX,24/03/2016,09:42:00,Soyuz 2.1a,Bars-M 2L,Active,17.42,Success,Site 43/4, Plesetsk Cosmodrome,, Russia
Rocket Lab,29/03/2016,20:11:00,Long March 3A,BeiDou IGSO-6,Active,69.7,Success,LC-2, Xichang Satellite Launch Center,, China
CASC,31/03/2016,16:23:00,Soyuz 2.1a,Progress MS-02,Active,17.42,Success,Site 31/6, Baikonur Cosmodrome,, Kazakhstan
ISRO,05/04/2016,17:38:00,Long March 2D,Shijian-10,Active,29.75,Success,Site 9401 (SLS-2), Jiuquan Satellite Launch Center,, China
CASC,28/04/2016,02:01:00,Soyuz 2.1a/Volga,"Mikhailo Lomonosov, Aist-2D, & SamSat 218",Active,,Success,Site 1S, Vostochny Cosmodrome,, Russia
SpaceX,28/04/2016,07:20:00,PSLV-XL,IRNSS-1G,Active,31,Success,First Launch Pad, Satish Dhawan Space Centre,, India
Roscosmos,15/05/2016,02:43:00,Long March 2D,Yaogan 30,Active,29.75,Success,Site 9401 (SLS-2), Jiuquan Satellite Launch Center,, China
Roscosmos,29/05/2016,08:44:00,Soyuz 2.1b/Fregat,GLONASS-M No.51S,Active,25,Success,Site 43/4, Plesetsk Cosmodrome,, Russia
CASC,30/05/2016,03:17:00,Long March 4B,"Ziyuan III-02 & ??uSat-1, 2",Active,64.68,Success,LC-9, Taiyuan Satellite Launch Center,, China
SpaceX,04/06/2016,14:00:00,Rokot/Briz KM,Cosmos 2517,Retired,41.8,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
Arianespace,09/06/2016,07:10:00,Proton-M/Briz-M,Intelsat 31 / DLA-2,Active,65,Success,Site 81/24, Baikonur Cosmodrome,, Kazakhstan
CASC,12/06/2016,15:30:00,Long March 3C/E,BeiDou-2 G7,Active,20,Success,LC-3, Xichang Satellite Launch Center,, China
SpaceX,22/06/2016,03:56:00,PSLV-XL,Cartosat-2C & Rideshares,Active,31,Success,Second Launch Pad, Satish Dhawan Space Centre,, India
Rocket Lab,25/06/2016,12:00:00,Long March 7/YZ-1A,Demo Flight,Active,,Success,LC-201, Wenchang Satellite Launch Center,, China
Exos,29/06/2016,03:21:00,Long March 4B,Shijian 16-02,Active,64.68,Success,Site 9401 (SLS-2), Jiuquan Satellite Launch Center,, China
Roscosmos,07/07/2016,01:36:00,Soyuz FG,Soyuz MS-01,Retired,,Success,Site 1/5, Baikonur Cosmodrome,, Kazakhstan
VKS RF,16/07/2016,21:41:00,Soyuz U,Progress MS-03,Retired,,Success,Site 31/6, Baikonur Cosmodrome,, Kazakhstan
Arianespace,05/08/2016,16:22:00,Long March 3B/E,Tiantong-1 01,Active,29.15,Success,LC-3, Xichang Satellite Launch Center,, China
Roscosmos,09/08/2016,22:55:00,Long March 4C,Gaofen-3,Active,64.68,Success,LC-9, Taiyuan Satellite Launch Center,, China
Roscosmos,15/08/2016,17:40:00,Long March 2D,"QUESS, Lixing-1, & 3CAT 2",Active,29.75,Success,Site 9401 (SLS-2), Jiuquan Satellite Launch Center,, China
ISRO,31/08/2016,18:50:00,Long March 4C,Gaofen-10,Active,64.68,Failure,LC-9, Taiyuan Satellite Launch Center,, China
i-Space,08/09/2016,11:20:00,GSLV Mk II,INSAT-3DR,Active,47,Success,Second Launch Pad, Satish Dhawan Space Centre,, India
SpaceX,13/09/2016,14:30:00,Shavit-2,Ofek-11,Active,,Success,Pad 1, Palmachim Airbase,, Israel
CASC,15/09/2016,14:04:00,Long March 2F/T,Tiangong-2,Active,,Success,Site 901 (SLS-1), Jiuquan Satellite Launch Center,, China
VKS RF,26/09/2016,03:42:00,PSLV-G,ScatSat-1 & Rideshares,Retired,25,Success,First Launch Pad, Satish Dhawan Space Centre,, India
Roscosmos,16/10/2016,23:30:00,Long March 2F/G,Shenzhou 11,Active,,Success,Site 901 (SLS-1), Jiuquan Satellite Launch Center,, China
Roscosmos,19/10/2016,08:05:00,Soyuz FG,Soyuz MS-02,Retired,,Success,Site 31/6, Baikonur Cosmodrome,, Kazakhstan
Arianespace,02/11/2016,06:20:00,H-IIA 202,Himawari 9,Active,90,Success,LA-Y1, Tanegashima Space Center,, Japan
SpaceX,03/11/2016,12:42:00,Long March 5/YZ-2,Shijian-17,Active,,Success,LC-101, Wenchang Satellite Launch Center,, China
ULA,09/11/2016,23:42:00,Long March 11,"XPNAV 1, Xiaoxiang 1 & Others",Active,5.3,Success,Site 95, Jiuquan Satellite Launch Center,, China
CASC,11/11/2016,23:14:00,Long March 2D,Yunhai-1,Active,29.75,Success,Site 9401 (SLS-2), Jiuquan Satellite Launch Center,, China
CASC,17/11/2016,20:20:00,Soyuz FG,Soyuz MS-03,Retired,,Success,Site 1/5, Baikonur Cosmodrome,, Kazakhstan
Rocket Lab,22/11/2016,15:24:00,Long March 3C/E,Tianlian I-04,Active,20,Success,LC-2, Xichang Satellite Launch Center,, China
Roscosmos,01/12/2016,14:52:00,Soyuz U,Progress MS-04,Retired,,Failure,Site 1/5, Baikonur Cosmodrome,, Kazakhstan
ULA,07/12/2016,04:54:00,PSLV-XL,Resourcesat-2A,Active,31,Success,First Launch Pad, Satish Dhawan Space Centre,, India
ISA,09/12/2016,13:26:00,H-IIB,HTV-6,Retired,112.5,Success,LA-Y2, Tanegashima Space Center,, Japan
VKS RF,10/12/2016,16:11:00,Long March 3B/E,Fengyun 4A,Active,29.15,Success,LC-3, Xichang Satellite Launch Center,, China
ExPace,20/12/2016,11:00:00,Epsilon,ERG,Active,,Success,Mu Pad, Uchinoura Space Center,, Japan
CASC,21/12/2016,19:22:00,Long March 2D,"TanSat & Spark 1, 2",Active,29.75,Success,Site 9401 (SLS-2), Jiuquan Satellite Launch Center,, China
CASC,28/12/2016,03:23:00,Long March 2D,"SuperView-1 1, 2 & Bayi Kepu 1",Active,29.75,Partial Failure,LC-9, Taiyuan Satellite Launch Center,, China
CASC,05/01/2017,15:18:00,Long March 3B/E,TJS 2,Active,29.15,Success,LC-2, Xichang Satellite Launch Center,, China
MHI,09/01/2017,04:11:00,Kuaizhou 1A,"Jilin-1 03, Caton-1 & Xingyun Shiyan 1",Active,5.8,Success,Site 95, Jiuquan Satellite Launch Center,, China
CASC,14/01/2017,23:33:00,SS-520,TRICOM-1,Active,,Failure,Uchinoura Space Center,,, Japan
Roscosmos,24/01/2017,07:44:00,H-IIA 204,DSN-2,Active,,Success,LA-Y1, Tanegashima Space Center,, Japan
VKS RF,15/02/2017,03:58:00,PSLV-XL,Cartosat-2D & Rideshares,Active,31,Success,First Launch Pad, Satish Dhawan Space Centre,, India
CASC,22/02/2017,05:58:00,Soyuz U,Progress MS-05 (66P),Retired,,Success,Site 1/5, Baikonur Cosmodrome,, Kazakhstan
ILS,02/03/2017,23:53:00,Kaituozhe 2,Tiankun-1,Active,,Success,Site 95, Jiuquan Satellite Launch Center,, China
Northrop,17/03/2017,01:20:00,H-IIA 202,IGS-Radar 5,Active,90,Success,LA-Y1, Tanegashima Space Center,, Japan
Rocket Lab,12/04/2017,11:04:00,Long March 3B/E,Shijian 13,Active,29.15,Success,LC-2, Xichang Satellite Launch Center,, China
CASC,20/04/2017,07:13:00,Soyuz FG,Soyuz MS-04 (50S),Retired,,Success,Site 1/5, Baikonur Cosmodrome,, Kazakhstan
Exos,20/04/2017,11:41:00,Long March 7/YZ-1A,Tianzhou 1,Active,,Success,LC-201, Wenchang Satellite Launch Center,, China
Northrop,05/05/2017,11:27:00,GSLV Mk II,GSAT-9,Active,47,Success,Second Launch Pad, Satish Dhawan Space Centre,, India
CASC,25/05/2017,04:20:00,Electron,It's a Test,Active,7.5,Failure,Rocket Lab LC-1A, M?hia Peninsula,, New Zealand
CASC,25/05/2017,06:33:00,Soyuz 2.1b/Fregat-M,EKS-2,Active,25,Success,Site 43/4, Plesetsk Cosmodrome,, Russia
SpaceX,01/06/2017,00:17:00,H-IIA 202,QZS-2,Active,90,Success,LA-Y1, Tanegashima Space Center,, Japan
ExPace,05/06/2017,11:58:00,GSLV Mk III,GSAT-19,Active,62,Success,Second Launch Pad, Satish Dhawan Space Centre,, India
CASC,08/06/2017,03:45:00,Proton-M/Briz-M,Echostar 21,Active,65,Success,Site 81/24, Baikonur Cosmodrome,, Kazakhstan
ExPace,14/06/2017,09:20:00,Soyuz 2.1a,Progress MS-06 (67P),Active,17.42,Success,Site 31/6, Baikonur Cosmodrome,, Kazakhstan
CASC,15/06/2017,03:15:00,Long March 4B,HXMT & Others,Active,64.68,Success,Site 9401 (SLS-2), Jiuquan Satellite Launch Center,, China
VKS RF,18/06/2017,16:12:00,Long March 3B/E,ChinaSat 9A,Active,29.15,Partial Failure,LC-2, Xichang Satellite Launch Center,, China
Arianespace,23/06/2017,03:59:00,PSLV-XL,Cartosat-2E & Rideshares,Active,31,Success,First Launch Pad, Satish Dhawan Space Centre,, India
ISRO,23/06/2017,18:04:00,Soyuz 2.1v/Volga,"Cosmos 2519, 2521 and 2523",Active,,Success,Site 43/4, Plesetsk Cosmodrome,, Russia
CASC,02/07/2017,11:23:00,Long March 5,Shijian-18,Active,,Failure,LC-101, Wenchang Satellite Launch Center,, China
SpaceX,14/07/2017,06:36:00,Soyuz 2.1a/Fregat,Kanopus-V IK & Rideshares,Active,48.5,Partial Failure,Site 31/6, Baikonur Cosmodrome,, Kazakhstan
Rocket Lab,27/07/2017,,Simorgh,Test Flight,Active,,Failure,Imam Khomeini Spaceport, Semnan Space Center,, Iran
Roscosmos,28/07/2017,15:41:00,Soyuz FG,Soyuz MS-05 (51S),Retired,,Success,Site 1/5, Baikonur Cosmodrome,, Kazakhstan
ExPace,12/08/2017,21:17:00,Soyuz FG,Soyuz MS-06 (52S),Retired,,Success,Site 1/5, Baikonur Cosmodrome,, Kazakhstan
ExPace,16/08/2017,22:07:00,Proton-M/Briz-M,Blagovest-11L,Active,65,Success,Site 81/24, Baikonur Cosmodrome,, Kazakhstan
VKS RF,19/08/2017,05:29:00,H-IIA 204,QZS-3,Active,,Success,LA-Y1, Tanegashima Space Center,, Japan
ISRO,22/08/2017,00:02:00,Soyuz 2.1b/Fregat-M,GLONASS-M No.52S,Active,25,Success,Site 43/4, Plesetsk Cosmodrome,, Russia
Blue Origin,31/08/2017,13:30:00,PSLV-XL,IRNSS-1H,Active,31,Failure,First Launch Pad, Satish Dhawan Space Centre,, India
CASC,11/09/2017,19:23:00,Proton-M/Briz-M,Amazonas 5,Active,65,Success,Site 200/39, Baikonur Cosmodrome,, Kazakhstan
SpaceX,28/09/2017,18:52:00,Proton-M/Briz-M,AsiaSat 9,Active,65,Success,Site 200/39, Baikonur Cosmodrome,, Kazakhstan
Arianespace,29/09/2017,04:21:00,Long March 2C,"Yaogan-30 A, B & C",Active,30.8,Success,LC-3, Xichang Satellite Launch Center,, China
CASC,09/10/2017,04:13:00,Long March 2D,VRSS-2,Active,29.75,Success,Site 9401 (SLS-2), Jiuquan Satellite Launch Center,, China
ULA,09/10/2017,22:01:00,H-IIA 202,QZS-4,Active,90,Success,LA-Y1, Tanegashima Space Center,, Japan
Roscosmos,13/10/2017,09:27:00,Rokot/Briz KM,Sentinel-5P,Retired,41.8,Success,Site 133/3, Plesetsk Cosmodrome,, Russia
VKS RF,14/10/2017,08:46:00,Soyuz 2.1a,Progress MS-07 (68P),Active,17.42,Success,Site 31/6, Baikonur Cosmodrome,, Kazakhstan
CASC,05/11/2017,11:45:00,Long March 3B/YZ-1,BeiDou-3 M1 & M2,Active,,Success,LC-2, Xichang Satellite Launch Center,, China
SpaceX,14/11/2017,18:35:00,Long March 4C,Fengyun 3D,Active,64.68,Success,LC-9, Taiyuan Satellite Launch Center,, China
CASC,21/11/2017,04:50:00,Long March 6,"Jilin-1 Video 04, 05 & 06",Active,19,Success,LC-16, Taiyuan Satellite Launch Center,, China
CASC,24/11/2017,18:10:00,Long March 2C,"Yaogan-30 D, E, & F",Active,30.8,Success,LC-3, Xichang Satellite Launch Center,, China
ExPace,28/11/2017,05:41:00,Soyuz 2.1b/Fregat-M,Meteor-M No.2-1 & Rideshares,Active,25,Failure,Site 1S, Vostochny Cosmodrome,, Russia
Arianespace,02/12/2017,10:43:00,Soyuz 2.1b,Cosmos 2524,Active,20,Success,Site 43/4, Plesetsk Cosmodrome,, Russia
SpaceX,03/12/2017,04:11:00,Long March 2D,LKW-1,Active,29.75,Success,Site 9401 (SLS-2), Jiuquan Satellite Launch Center,, China
SpaceX,10/12/2017,16:41:00,Long March 3B/E,Alcomsat-1,Active,29.15,Success,LC-2, Xichang Satellite Launch Center,, China
Rocket Lab,17/12/2017,07:21:00,Soyuz FG,Soyuz MS-07 (53S),Retired,,Success,Site 1/5, Baikonur Cosmodrome,, Kazakhstan
Arianespace,23/12/2017,01:26:00,H-IIA 202,GCOM-C & SLATS,Active,90,Success,LA-Y1, Tanegashima Space Center,, Japan
MHI,23/12/2017,04:14:00,Long March 2D,LKW-2,Active,29.75,Success,Site 9401 (SLS-2), Jiuquan Satellite Launch Center,, China
ISA,25/12/2017,19:44:00,Long March 2C,"Yaogan-30 G, H & I",Active,30.8,Success,LC-3, Xichang Satellite Launch Center,, China
ULA,26/12/2017,19:00:00,Zenit-3 SLBF,AngoSat-1,Retired,,Success,Site 45/1, Baikonur Cosmodrome,, Kazakhstan
Northrop,09/01/2018,03:24:00,Long March 2D,SuperView 03 & 04,Active,29.75,Success,LC-9, Taiyuan Satellite Launch Center,, China
SpaceX,11/01/2018,23:18:00,Long March 3B/YZ-1,BeiDou-3 M7 & M8,Active,,Success,LC-2, Xichang Satellite Launch Center,, China
Arianespace,12/01/2018,03:58:00,PSLV-XL,Cartosat-2F & Rideshares,Active,31,Success,First Launch Pad, Satish Dhawan Space Centre,, India
CASC,13/01/2018,07:20:00,Long March 2D,LKW-3,Active,29.75,Success,Site 9401 (SLS-2), Jiuquan Satellite Launch Center,, China
VKS RF,17/01/2018,21:06:00,Epsilon PBS,ASNARO 2,Active,39,Success,Mu Pad, Uchinoura Space Center,, Japan
